filename,x_offset,y_offset,width,height,augmentation,split
tile_00026_rot90.tif,1125,675,256,256,rot90,train
tile_00026_rot270.tif,1125,675,256,256,rot270,train
tile_00026_noise.tif,1125,675,256,256,noise,train
tile_00027.tif,1350,675,256,256,none,test
tile_00027_flipH.tif,1350,675,256,256,flipH,test
tile_00027_flipV.tif,1350,675,256,256,flipV,test
tile_00027_rot90.tif,1350,675,256,256,rot90,test
tile_00027_rot270.tif,1350,675,256,256,rot270,test
tile_00027_noise.tif,1350,675,256,256,noise,test
tile_00028.tif,0,900,256,256,none,train
tile_00028_flipH.tif,0,900,256,256,flipH,train
tile_00028_flipV.tif,0,900,256,256,flipV,train
tile_00028_rot90.tif,0,900,256,256,rot90,train
tile_00028_rot270.tif,0,900,256,256,rot270,train
tile_00028_noise.tif,0,900,256,256,noise,train
tile_00029.tif,225,900,256,256,none,train
tile_00029_flipH.tif,225,900,256,256,flipH,train
tile_00029_flipV.tif,225,900,256,256,flipV,train
tile_00029_rot90.tif,225,900,256,256,rot90,train
tile_00029_rot270.tif,225,900,256,256,rot270,train
tile_00029_noise.tif,225,900,256,256,noise,train
tile_00030.tif,450,900,256,256,none,val
tile_00030_flipH.tif,450,900,256,256,flipH,val
tile_00030_flipV.tif,450,900,256,256,flipV,val
tile_00030_rot90.tif,450,900,256,256,rot90,val
tile_00030_rot270.tif,450,900,256,256,rot270,val
tile_00030_noise.tif,450,900,256,256,noise,val
tile_00031.tif,675,900,256,256,none,train
tile_00031_flipH.tif,675,900,256,256,flipH,train
tile_00031_flipV.tif,675,900,256,256,flipV,train
tile_00031_rot90.tif,675,900,256,256,rot90,train
tile_00031_rot270.tif,675,900,256,256,rot270,train
tile_00031_noise.tif,675,900,256,256,noise,train
tile_00032.tif,900,900,256,256,none,val
tile_00032_flipH.tif,900,900,256,256,flipH,val
tile_00032_flipV.tif,900,900,256,256,flipV,val
tile_00032_rot90.tif,900,900,256,256,rot90,val
tile_00032_rot270.tif,900,900,256,256,rot270,val
tile_00032_noise.tif,900,900,256,256,noise,val
tile_00033.tif,1125,900,256,256,none,train
tile_00033_flipH.tif,1125,900,256,256,flipH,train
tile_00033_flipV.tif,1125,900,256,256,flipV,train
tile_00033_rot90.tif,1125,900,256,256,rot90,train
tile_00033_rot270.tif,1125,900,256,256,rot270,train
tile_00033_noise.tif,1125,900,256,256,noise,train
tile_00034.tif,1350,900,256,256,none,train
tile_00034_flipH.tif,1350,900,256,256,flipH,train
tile_00034_flipV.tif,1350,900,256,256,flipV,train
tile_00034_rot90.tif,1350,900,256,256,rot90,train
tile_00034_rot270.tif,1350,900,256,256,rot270,train
tile_00034_noise.tif,1350,900,256,256,noise,train
tile_00035.tif,0,1125,256,256,none,train
tile_00035_flipH.tif,0,1125,256,256,flipH,train
tile_00035_flipV.tif,0,1125,256,256,flipV,train
tile_00035_rot90.tif,0,1125,256,256,rot90,train
tile_00035_rot270.tif,0,1125,256,256,rot270,train
tile_00035_noise.tif,0,1125,256,256,noise,train
tile_00036.tif,225,1125,256,256,none,train
tile_00036_flipH.tif,225,1125,256,256,flipH,train
tile_00036_flipV.tif,225,1125,256,256,flipV,train
tile_00036_rot90.tif,225,1125,256,256,rot90,train
tile_00036_rot270.tif,225,1125,256,256,rot270,train
tile_00036_noise.tif,225,1125,256,256,noise,train
tile_00037.tif,450,1125,256,256,none,train
tile_00037_flipH.tif,450,1125,256,256,flipH,train
tile_00037_flipV.tif,450,1125,256,256,flipV,train
tile_00037_rot90.tif,450,1125,256,256,rot90,train
tile_00037_rot270.tif,450,1125,256,256,rot270,train
tile_00037_noise.tif,450,1125,256,256,noise,train
tile_00038.tif,675,1125,256,256,none,train
tile_00038_flipH.tif,675,1125,256,256,flipH,train
tile_00038_flipV.tif,675,1125,256,256,flipV,train
tile_00038_rot90.tif,675,1125,256,256,rot90,train
tile_00038_rot270.tif,675,1125,256,256,rot270,train
tile_00038_noise.tif,675,1125,256,256,noise,train
tile_00039.tif,900,1125,256,256,none,train
tile_00039_flipH.tif,900,1125,256,256,flipH,train
tile_00039_flipV.tif,900,1125,256,256,flipV,train
tile_00039_rot90.tif,900,1125,256,256,rot90,train
tile_00039_rot270.tif,900,1125,256,256,rot270,train
tile_00039_noise.tif,900,1125,256,256,noise,train
tile_00040.tif,1125,1125,256,256,none,val
tile_00040_flipH.tif,1125,1125,256,256,flipH,val
tile_00040_flipV.tif,1125,1125,256,256,flipV,val
tile_00040_rot90.tif,1125,1125,256,256,rot90,val
tile_00040_rot270.tif,1125,1125,256,256,rot270,val
tile_00040_noise.tif,1125,1125,256,256,noise,val
tile_00041.tif,1350,1125,256,256,none,train
tile_00041_flipH.tif,1350,1125,256,256,flipH,train
tile_00041_flipV.tif,1350,1125,256,256,flipV,train
tile_00041_rot90.tif,1350,1125,256,256,rot90,train
tile_00041_rot270.tif,1350,1125,256,256,rot270,train
tile_00041_noise.tif,1350,1125,256,256,noise,train
tile_00042.tif,0,1350,256,256,none,train
tile_00042_flipH.tif,0,1350,256,256,flipH,train
tile_00042_flipV.tif,0,1350,256,256,flipV,train
tile_00042_rot90.tif,0,1350,256,256,rot90,train
tile_00042_rot270.tif,0,1350,256,256,rot270,train
tile_00042_noise.tif,0,1350,256,256,noise,train
tile_00043.tif,225,1350,256,256,none,train
tile_00043_flipH.tif,225,1350,256,256,flipH,train
tile_00043_flipV.tif,225,1350,256,256,flipV,train
tile_00043_rot90.tif,225,1350,256,256,rot90,train
tile_00043_rot270.tif,225,1350,256,256,rot270,train
tile_00043_noise.tif,225,1350,256,256,noise,train
tile_00044.tif,450,1350,256,256,none,train
tile_00044_flipH.tif,450,1350,256,256,flipH,train
tile_00044_flipV.tif,450,1350,256,256,flipV,train
tile_00044_rot90.tif,450,1350,256,256,rot90,train
tile_00044_rot270.tif,450,1350,256,256,rot270,train
tile_00044_noise.tif,450,1350,256,256,noise,train
tile_00045.tif,675,1350,256,256,none,train
tile_00045_flipH.tif,675,1350,256,256,flipH,train
tile_00045_flipV.tif,675,1350,256,256,flipV,train
tile_00045_rot90.tif,675,1350,256,256,rot90,train
tile_00045_rot270.tif,675,1350,256,256,rot270,train
tile_00045_noise.tif,675,1350,256,256,noise,train
tile_00046.tif,900,1350,256,256,none,train
tile_00046_flipH.tif,900,1350,256,256,flipH,train
tile_00046_flipV.tif,900,1350,256,256,flipV,train
tile_00046_rot90.tif,900,1350,256,256,rot90,train
tile_00046_rot270.tif,900,1350,256,256,rot270,train
tile_00046_noise.tif,900,1350,256,256,noise,train
tile_00047.tif,1125,1350,256,256,none,train
tile_00047_flipH.tif,1125,1350,256,256,flipH,train
tile_00047_flipV.tif,1125,1350,256,256,flipV,train
tile_00047_rot90.tif,1125,1350,256,256,rot90,train
tile_00047_rot270.tif,1125,1350,256,256,rot270,train
tile_00047_noise.tif,1125,1350,256,256,noise,train
tile_00048.tif,1350,1350,256,256,none,train
tile_00048_flipH.tif,1350,1350,256,256,flipH,train
tile_00048_flipV.tif,1350,1350,256,256,flipV,train
tile_00048_rot90.tif,1350,1350,256,256,rot90,train
tile_00048_rot270.tif,1350,1350,256,256,rot270,train
tile_00048_noise.tif,1350,1350,256,256,noise,train
tile_00049.tif,0,1575,256,256,none,train
tile_00049_flipH.tif,0,1575,256,256,flipH,train
tile_00049_flipV.tif,0,1575,256,256,flipV,train
tile_00049_rot90.tif,0,1575,256,256,rot90,train
tile_00049_rot270.tif,0,1575,256,256,rot270,train
tile_00049_noise.tif,0,1575,256,256,noise,train
tile_00050.tif,225,1575,256,256,none,train
tile_00050_flipH.tif,225,1575,256,256,flipH,train
tile_00050_flipV.tif,225,1575,256,256,flipV,train
tile_00050_rot90.tif,225,1575,256,256,rot90,train
tile_00050_rot270.tif,225,1575,256,256,rot270,train
tile_00050_noise.tif,225,1575,256,256,noise,train
tile_00051.tif,450,1575,256,256,none,train
tile_00051_flipH.tif,450,1575,256,256,flipH,train
tile_00051_flipV.tif,450,1575,256,256,flipV,train
tile_00051_rot90.tif,450,1575,256,256,rot90,train
tile_00051_rot270.tif,450,1575,256,256,rot270,train
tile_00051_noise.tif,450,1575,256,256,noise,train
tile_00052.tif,675,1575,256,256,none,train
tile_00052_flipH.tif,675,1575,256,256,flipH,train
tile_00052_flipV.tif,675,1575,256,256,flipV,train
tile_00052_rot90.tif,675,1575,256,256,rot90,train
tile_00052_rot270.tif,675,1575,256,256,rot270,train
tile_00052_noise.tif,675,1575,256,256,noise,train
tile_00053.tif,900,1575,256,256,none,train
tile_00053_flipH.tif,900,1575,256,256,flipH,train
tile_00053_flipV.tif,900,1575,256,256,flipV,train
tile_00053_rot90.tif,900,1575,256,256,rot90,train
tile_00053_rot270.tif,900,1575,256,256,rot270,train
tile_00053_noise.tif,900,1575,256,256,noise,train
tile_00054.tif,1125,1575,256,256,none,train
tile_00054_flipH.tif,1125,1575,256,256,flipH,train
tile_00054_flipV.tif,1125,1575,256,256,flipV,train
tile_00054_rot90.tif,1125,1575,256,256,rot90,train
tile_00054_rot270.tif,1125,1575,256,256,rot270,train
tile_00054_noise.tif,1125,1575,256,256,noise,train
tile_00055.tif,1350,1575,256,256,none,train
tile_00055_flipH.tif,1350,1575,256,256,flipH,train
tile_00055_flipV.tif,1350,1575,256,256,flipV,train
tile_00055_rot90.tif,1350,1575,256,256,rot90,train
tile_00055_rot270.tif,1350,1575,256,256,rot270,train
tile_00055_noise.tif,1350,1575,256,256,noise,train
tile_00056.tif,0,1800,256,256,none,test
tile_00056_flipH.tif,0,1800,256,256,flipH,test
tile_00056_flipV.tif,0,1800,256,256,flipV,test
tile_00056_rot90.tif,0,1800,256,256,rot90,test
tile_00056_rot270.tif,0,1800,256,256,rot270,test
tile_00056_noise.tif,0,1800,256,256,noise,test
tile_00057.tif,225,1800,256,256,none,train
tile_00057_flipH.tif,225,1800,256,256,flipH,train
tile_00057_flipV.tif,225,1800,256,256,flipV,train
tile_00057_rot90.tif,225,1800,256,256,rot90,train
tile_00057_rot270.tif,225,1800,256,256,rot270,train
tile_00057_noise.tif,225,1800,256,256,noise,train
tile_00058.tif,450,1800,256,256,none,train
tile_00058_flipH.tif,450,1800,256,256,flipH,train
tile_00058_flipV.tif,450,1800,256,256,flipV,train
tile_00058_rot90.tif,450,1800,256,256,rot90,train
tile_00058_rot270.tif,450,1800,256,256,rot270,train
tile_00058_noise.tif,450,1800,256,256,noise,train
tile_00059.tif,675,1800,256,256,none,train
tile_00059_flipH.tif,675,1800,256,256,flipH,train
tile_00059_flipV.tif,675,1800,256,256,flipV,train
tile_00059_rot90.tif,675,1800,256,256,rot90,train
tile_00059_rot270.tif,675,1800,256,256,rot270,train
tile_00059_noise.tif,675,1800,256,256,noise,train
tile_00060.tif,900,1800,256,256,none,train
tile_00060_flipH.tif,900,1800,256,256,flipH,train
tile_00060_flipV.tif,900,1800,256,256,flipV,train
tile_00060_rot90.tif,900,1800,256,256,rot90,train
tile_00060_rot270.tif,900,1800,256,256,rot270,train
tile_00060_noise.tif,900,1800,256,256,noise,train
tile_00061.tif,1125,1800,256,256,none,train
tile_00061_flipH.tif,1125,1800,256,256,flipH,train
tile_00061_flipV.tif,1125,1800,256,256,flipV,train
tile_00061_rot90.tif,1125,1800,256,256,rot90,train
tile_00061_rot270.tif,1125,1800,256,256,rot270,train
tile_00061_noise.tif,1125,1800,256,256,noise,train
tile_00062.tif,1350,1800,256,256,none,train
tile_00062_flipH.tif,1350,1800,256,256,flipH,train
tile_00062_flipV.tif,1350,1800,256,256,flipV,train
tile_00062_rot90.tif,1350,1800,256,256,rot90,train
tile_00062_rot270.tif,1350,1800,256,256,rot270,train
tile_00062_noise.tif,1350,1800,256,256,noise,train
