filename,x_offset,y_offset,width,height,augmentation
tile_00014.tif,128,128,256,256,none
tile_00014_flipH.tif,128,128,256,256,flipH
tile_00014_flipV.tif,128,128,256,256,flipV
tile_00014_rot90.tif,128,128,256,256,rot90
tile_00014_rot270.tif,128,128,256,256,rot270
tile_00014_noise.tif,128,128,256,256,noise
tile_00015.tif,256,128,256,256,none
tile_00015_flipH.tif,256,128,256,256,flipH
tile_00015_flipV.tif,256,128,256,256,flipV
tile_00015_rot90.tif,256,128,256,256,rot90
tile_00015_rot270.tif,256,128,256,256,rot270
tile_00015_noise.tif,256,128,256,256,noise
tile_00016.tif,384,128,256,256,none
tile_00016_flipH.tif,384,128,256,256,flipH
tile_00016_flipV.tif,384,128,256,256,flipV
tile_00016_rot90.tif,384,128,256,256,rot90
tile_00016_rot270.tif,384,128,256,256,rot270
tile_00016_noise.tif,384,128,256,256,noise
tile_00017.tif,512,128,256,256,none
tile_00017_flipH.tif,512,128,256,256,flipH
tile_00017_flipV.tif,512,128,256,256,flipV
tile_00017_rot90.tif,512,128,256,256,rot90
tile_00017_rot270.tif,512,128,256,256,rot270
tile_00017_noise.tif,512,128,256,256,noise
tile_00018.tif,640,128,256,256,none
tile_00018_flipH.tif,640,128,256,256,flipH
tile_00018_flipV.tif,640,128,256,256,flipV
tile_00018_rot90.tif,640,128,256,256,rot90
tile_00018_rot270.tif,640,128,256,256,rot270
tile_00018_noise.tif,640,128,256,256,noise
tile_00019.tif,768,128,256,256,none
tile_00019_flipH.tif,768,128,256,256,flipH
tile_00019_flipV.tif,768,128,256,256,flipV
tile_00019_rot90.tif,768,128,256,256,rot90
tile_00019_rot270.tif,768,128,256,256,rot270
tile_00019_noise.tif,768,128,256,256,noise
tile_00020.tif,896,128,256,256,none
tile_00020_flipH.tif,896,128,256,256,flipH
tile_00020_flipV.tif,896,128,256,256,flipV
tile_00020_rot90.tif,896,128,256,256,rot90
tile_00020_rot270.tif,896,128,256,256,rot270
tile_00020_noise.tif,896,128,256,256,noise
tile_00021.tif,1024,128,256,256,none
tile_00021_flipH.tif,1024,128,256,256,flipH
tile_00021_flipV.tif,1024,128,256,256,flipV
tile_00021_rot90.tif,1024,128,256,256,rot90
tile_00021_rot270.tif,1024,128,256,256,rot270
tile_00021_noise.tif,1024,128,256,256,noise
tile_00022.tif,1152,128,256,256,none
tile_00022_flipH.tif,1152,128,256,256,flipH
tile_00022_flipV.tif,1152,128,256,256,flipV
tile_00022_rot90.tif,1152,128,256,256,rot90
tile_00022_rot270.tif,1152,128,256,256,rot270
tile_00022_noise.tif,1152,128,256,256,noise
tile_00023.tif,1280,128,256,256,none
tile_00023_flipH.tif,1280,128,256,256,flipH
tile_00023_flipV.tif,1280,128,256,256,flipV
tile_00023_rot90.tif,1280,128,256,256,rot90
tile_00023_rot270.tif,1280,128,256,256,rot270
tile_00023_noise.tif,1280,128,256,256,noise
tile_00024.tif,1408,128,256,256,none
tile_00024_flipH.tif,1408,128,256,256,flipH
tile_00024_flipV.tif,1408,128,256,256,flipV
tile_00024_rot90.tif,1408,128,256,256,rot90
tile_00024_rot270.tif,1408,128,256,256,rot270
tile_00024_noise.tif,1408,128,256,256,noise
tile_00025.tif,1536,128,256,256,none
tile_00025_flipH.tif,1536,128,256,256,flipH
tile_00025_flipV.tif,1536,128,256,256,flipV
tile_00025_rot90.tif,1536,128,256,256,rot90
tile_00025_rot270.tif,1536,128,256,256,rot270
tile_00025_noise.tif,1536,128,256,256,noise
tile_00026.tif,0,256,256,256,none
tile_00026_flipH.tif,0,256,256,256,flipH
tile_00026_flipV.tif,0,256,256,256,flipV
tile_00026_rot90.tif,0,256,256,256,rot90
tile_00026_rot270.tif,0,256,256,256,rot270
tile_00026_noise.tif,0,256,256,256,noise
tile_00027.tif,128,256,256,256,none
tile_00027_flipH.tif,128,256,256,256,flipH
tile_00027_flipV.tif,128,256,256,256,flipV
tile_00027_rot90.tif,128,256,256,256,rot90
tile_00027_rot270.tif,128,256,256,256,rot270
tile_00027_noise.tif,128,256,256,256,noise
tile_00028.tif,256,256,256,256,none
tile_00028_flipH.tif,256,256,256,256,flipH
tile_00028_flipV.tif,256,256,256,256,flipV
tile_00028_rot90.tif,256,256,256,256,rot90
tile_00028_rot270.tif,256,256,256,256,rot270
tile_00028_noise.tif,256,256,256,256,noise
tile_00029.tif,384,256,256,256,none
tile_00029_flipH.tif,384,256,256,256,flipH
tile_00029_flipV.tif,384,256,256,256,flipV
tile_00029_rot90.tif,384,256,256,256,rot90
tile_00029_rot270.tif,384,256,256,256,rot270
tile_00029_noise.tif,384,256,256,256,noise
tile_00030.tif,512,256,256,256,none
tile_00030_flipH.tif,512,256,256,256,flipH
tile_00030_flipV.tif,512,256,256,256,flipV
tile_00030_rot90.tif,512,256,256,256,rot90
tile_00030_rot270.tif,512,256,256,256,rot270
tile_00030_noise.tif,512,256,256,256,noise
tile_00031.tif,640,256,256,256,none
tile_00031_flipH.tif,640,256,256,256,flipH
tile_00031_flipV.tif,640,256,256,256,flipV
tile_00031_rot90.tif,640,256,256,256,rot90
tile_00031_rot270.tif,640,256,256,256,rot270
tile_00031_noise.tif,640,256,256,256,noise
tile_00032.tif,768,256,256,256,none
tile_00032_flipH.tif,768,256,256,256,flipH
tile_00032_flipV.tif,768,256,256,256,flipV
tile_00032_rot90.tif,768,256,256,256,rot90
tile_00032_rot270.tif,768,256,256,256,rot270
tile_00032_noise.tif,768,256,256,256,noise
tile_00033.tif,896,256,256,256,none
tile_00033_flipH.tif,896,256,256,256,flipH
tile_00033_flipV.tif,896,256,256,256,flipV
tile_00033_rot90.tif,896,256,256,256,rot90
tile_00033_rot270.tif,896,256,256,256,rot270
tile_00033_noise.tif,896,256,256,256,noise
tile_00034.tif,1024,256,256,256,none
tile_00034_flipH.tif,1024,256,256,256,flipH
tile_00034_flipV.tif,1024,256,256,256,flipV
tile_00034_rot90.tif,1024,256,256,256,rot90
tile_00034_rot270.tif,1024,256,256,256,rot270
tile_00034_noise.tif,1024,256,256,256,noise
tile_00035.tif,1152,256,256,256,none
tile_00035_flipH.tif,1152,256,256,256,flipH
tile_00035_flipV.tif,1152,256,256,256,flipV
tile_00035_rot90.tif,1152,256,256,256,rot90
tile_00035_rot270.tif,1152,256,256,256,rot270
tile_00035_noise.tif,1152,256,256,256,noise
tile_00036.tif,1280,256,256,256,none
tile_00036_flipH.tif,1280,256,256,256,flipH
tile_00036_flipV.tif,1280,256,256,256,flipV
tile_00036_rot90.tif,1280,256,256,256,rot90
tile_00036_rot270.tif,1280,256,256,256,rot270
tile_00036_noise.tif,1280,256,256,256,noise
tile_00037.tif,1408,256,256,256,none
tile_00037_flipH.tif,1408,256,256,256,flipH
tile_00037_flipV.tif,1408,256,256,256,flipV
tile_00037_rot90.tif,1408,256,256,256,rot90
tile_00037_rot270.tif,1408,256,256,256,rot270
tile_00037_noise.tif,1408,256,256,256,noise
tile_00038.tif,1536,256,256,256,none
tile_00038_flipH.tif,1536,256,256,256,flipH
tile_00038_flipV.tif,1536,256,256,256,flipV
tile_00038_rot90.tif,1536,256,256,256,rot90
tile_00038_rot270.tif,1536,256,256,256,rot270
tile_00038_noise.tif,1536,256,256,256,noise
tile_00039.tif,0,384,256,256,none
tile_00039_flipH.tif,0,384,256,256,flipH
tile_00039_flipV.tif,0,384,256,256,flipV
tile_00039_rot90.tif,0,384,256,256,rot90
tile_00039_rot270.tif,0,384,256,256,rot270
tile_00039_noise.tif,0,384,256,256,noise
tile_00040.tif,128,384,256,256,none
tile_00040_flipH.tif,128,384,256,256,flipH
tile_00040_flipV.tif,128,384,256,256,flipV
tile_00040_rot90.tif,128,384,256,256,rot90
tile_00040_rot270.tif,128,384,256,256,rot270
tile_00040_noise.tif,128,384,256,256,noise
tile_00041.tif,256,384,256,256,none
tile_00041_flipH.tif,256,384,256,256,flipH
tile_00041_flipV.tif,256,384,256,256,flipV
tile_00041_rot90.tif,256,384,256,256,rot90
tile_00041_rot270.tif,256,384,256,256,rot270
tile_00041_noise.tif,256,384,256,256,noise
tile_00042.tif,384,384,256,256,none
tile_00042_flipH.tif,384,384,256,256,flipH
tile_00042_flipV.tif,384,384,256,256,flipV
tile_00042_rot90.tif,384,384,256,256,rot90
tile_00042_rot270.tif,384,384,256,256,rot270
tile_00042_noise.tif,384,384,256,256,noise
tile_00043.tif,512,384,256,256,none
tile_00043_flipH.tif,512,384,256,256,flipH
tile_00043_flipV.tif,512,384,256,256,flipV
tile_00043_rot90.tif,512,384,256,256,rot90
tile_00043_rot270.tif,512,384,256,256,rot270
tile_00043_noise.tif,512,384,256,256,noise
tile_00044.tif,640,384,256,256,none
tile_00044_flipH.tif,640,384,256,256,flipH
tile_00044_flipV.tif,640,384,256,256,flipV
tile_00044_rot90.tif,640,384,256,256,rot90
tile_00044_rot270.tif,640,384,256,256,rot270
tile_00044_noise.tif,640,384,256,256,noise
tile_00045.tif,768,384,256,256,none
tile_00045_flipH.tif,768,384,256,256,flipH
tile_00045_flipV.tif,768,384,256,256,flipV
tile_00045_rot90.tif,768,384,256,256,rot90
tile_00045_rot270.tif,768,384,256,256,rot270
tile_00045_noise.tif,768,384,256,256,noise
tile_00046.tif,896,384,256,256,none
tile_00046_flipH.tif,896,384,256,256,flipH
tile_00046_flipV.tif,896,384,256,256,flipV
tile_00046_rot90.tif,896,384,256,256,rot90
tile_00046_rot270.tif,896,384,256,256,rot270
tile_00046_noise.tif,896,384,256,256,noise
tile_00047.tif,1024,384,256,256,none
tile_00047_flipH.tif,1024,384,256,256,flipH
tile_00047_flipV.tif,1024,384,256,256,flipV
tile_00047_rot90.tif,1024,384,256,256,rot90
tile_00047_rot270.tif,1024,384,256,256,rot270
tile_00047_noise.tif,1024,384,256,256,noise
tile_00048.tif,1152,384,256,256,none
tile_00048_flipH.tif,1152,384,256,256,flipH
tile_00048_flipV.tif,1152,384,256,256,flipV
tile_00048_rot90.tif,1152,384,256,256,rot90
tile_00048_rot270.tif,1152,384,256,256,rot270
tile_00048_noise.tif,1152,384,256,256,noise
tile_00049.tif,1280,384,256,256,none
tile_00049_flipH.tif,1280,384,256,256,flipH
tile_00049_flipV.tif,1280,384,256,256,flipV
tile_00049_rot90.tif,1280,384,256,256,rot90
tile_00049_rot270.tif,1280,384,256,256,rot270
tile_00049_noise.tif,1280,384,256,256,noise
tile_00050.tif,1408,384,256,256,none
tile_00050_flipH.tif,1408,384,256,256,flipH
tile_00050_flipV.tif,1408,384,256,256,flipV
tile_00050_rot90.tif,1408,384,256,256,rot90
tile_00050_rot270.tif,1408,384,256,256,rot270
tile_00050_noise.tif,1408,384,256,256,noise
tile_00051.tif,1536,384,256,256,none
tile_00051_flipH.tif,1536,384,256,256,flipH
tile_00051_flipV.tif,1536,384,256,256,flipV
tile_00051_rot90.tif,1536,384,256,256,rot90
tile_00051_rot270.tif,1536,384,256,256,rot270
tile_00051_noise.tif,1536,384,256,256,noise
tile_00052.tif,0,512,256,256,none
tile_00052_flipH.tif,0,512,256,256,flipH
tile_00052_flipV.tif,0,512,256,256,flipV
tile_00052_rot90.tif,0,512,256,256,rot90
tile_00052_rot270.tif,0,512,256,256,rot270
tile_00052_noise.tif,0,512,256,256,noise
tile_00053.tif,128,512,256,256,none
tile_00053_flipH.tif,128,512,256,256,flipH
tile_00053_flipV.tif,128,512,256,256,flipV
tile_00053_rot90.tif,128,512,256,256,rot90
tile_00053_rot270.tif,128,512,256,256,rot270
tile_00053_noise.tif,128,512,256,256,noise
tile_00054.tif,256,512,256,256,none
tile_00054_flipH.tif,256,512,256,256,flipH
tile_00054_flipV.tif,256,512,256,256,flipV
tile_00054_rot90.tif,256,512,256,256,rot90
tile_00054_rot270.tif,256,512,256,256,rot270
tile_00054_noise.tif,256,512,256,256,noise
tile_00055.tif,384,512,256,256,none
tile_00055_flipH.tif,384,512,256,256,flipH
tile_00055_flipV.tif,384,512,256,256,flipV
tile_00055_rot90.tif,384,512,256,256,rot90
tile_00055_rot270.tif,384,512,256,256,rot270
tile_00055_noise.tif,384,512,256,256,noise
tile_00056.tif,512,512,256,256,none
tile_00056_flipH.tif,512,512,256,256,flipH
tile_00056_flipV.tif,512,512,256,256,flipV
tile_00056_rot90.tif,512,512,256,256,rot90
tile_00056_rot270.tif,512,512,256,256,rot270
tile_00056_noise.tif,512,512,256,256,noise
tile_00057.tif,640,512,256,256,none
tile_00057_flipH.tif,640,512,256,256,flipH
tile_00057_flipV.tif,640,512,256,256,flipV
tile_00057_rot90.tif,640,512,256,256,rot90
tile_00057_rot270.tif,640,512,256,256,rot270
tile_00057_noise.tif,640,512,256,256,noise
tile_00058.tif,768,512,256,256,none
tile_00058_flipH.tif,768,512,256,256,flipH
tile_00058_flipV.tif,768,512,256,256,flipV
tile_00058_rot90.tif,768,512,256,256,rot90
tile_00058_rot270.tif,768,512,256,256,rot270
tile_00058_noise.tif,768,512,256,256,noise
tile_00059.tif,896,512,256,256,none
tile_00059_flipH.tif,896,512,256,256,flipH
tile_00059_flipV.tif,896,512,256,256,flipV
tile_00059_rot90.tif,896,512,256,256,rot90
tile_00059_rot270.tif,896,512,256,256,rot270
tile_00059_noise.tif,896,512,256,256,noise
tile_00060.tif,1024,512,256,256,none
tile_00060_flipH.tif,1024,512,256,256,flipH
tile_00060_flipV.tif,1024,512,256,256,flipV
tile_00060_rot90.tif,1024,512,256,256,rot90
tile_00060_rot270.tif,1024,512,256,256,rot270
tile_00060_noise.tif,1024,512,256,256,noise
tile_00061.tif,1152,512,256,256,none
tile_00061_flipH.tif,1152,512,256,256,flipH
tile_00061_flipV.tif,1152,512,256,256,flipV
tile_00061_rot90.tif,1152,512,256,256,rot90
tile_00061_rot270.tif,1152,512,256,256,rot270
tile_00061_noise.tif,1152,512,256,256,noise
tile_00062.tif,1280,512,256,256,none
tile_00062_flipH.tif,1280,512,256,256,flipH
tile_00062_flipV.tif,1280,512,256,256,flipV
tile_00062_rot90.tif,1280,512,256,256,rot90
tile_00062_rot270.tif,1280,512,256,256,rot270
tile_00062_noise.tif,1280,512,256,256,noise
tile_00063.tif,1408,512,256,256,none
tile_00063_flipH.tif,1408,512,256,256,flipH
tile_00063_flipV.tif,1408,512,256,256,flipV
tile_00063_rot90.tif,1408,512,256,256,rot90
tile_00063_rot270.tif,1408,512,256,256,rot270
tile_00063_noise.tif,1408,512,256,256,noise
tile_00064.tif,1536,512,256,256,none
tile_00064_flipH.tif,1536,512,256,256,flipH
tile_00064_flipV.tif,1536,512,256,256,flipV
tile_00064_rot90.tif,1536,512,256,256,rot90
tile_00064_rot270.tif,1536,512,256,256,rot270
tile_00064_noise.tif,1536,512,256,256,noise
tile_00065.tif,0,640,256,256,none
tile_00065_flipH.tif,0,640,256,256,flipH
tile_00065_flipV.tif,0,640,256,256,flipV
tile_00065_rot90.tif,0,640,256,256,rot90
tile_00065_rot270.tif,0,640,256,256,rot270
tile_00065_noise.tif,0,640,256,256,noise
tile_00066.tif,128,640,256,256,none
tile_00066_flipH.tif,128,640,256,256,flipH
tile_00066_flipV.tif,128,640,256,256,flipV
tile_00066_rot90.tif,128,640,256,256,rot90
tile_00066_rot270.tif,128,640,256,256,rot270
tile_00066_noise.tif,128,640,256,256,noise
tile_00067.tif,256,640,256,256,none
tile_00067_flipH.tif,256,640,256,256,flipH
tile_00067_flipV.tif,256,640,256,256,flipV
tile_00067_rot90.tif,256,640,256,256,rot90
tile_00067_rot270.tif,256,640,256,256,rot270
tile_00067_noise.tif,256,640,256,256,noise
tile_00068.tif,384,640,256,256,none
tile_00068_flipH.tif,384,640,256,256,flipH
tile_00068_flipV.tif,384,640,256,256,flipV
tile_00068_rot90.tif,384,640,256,256,rot90
tile_00068_rot270.tif,384,640,256,256,rot270
tile_00068_noise.tif,384,640,256,256,noise
tile_00069.tif,512,640,256,256,none
tile_00069_flipH.tif,512,640,256,256,flipH
tile_00069_flipV.tif,512,640,256,256,flipV
tile_00069_rot90.tif,512,640,256,256,rot90
tile_00069_rot270.tif,512,640,256,256,rot270
tile_00069_noise.tif,512,640,256,256,noise
tile_00070.tif,640,640,256,256,none
tile_00070_flipH.tif,640,640,256,256,flipH
tile_00070_flipV.tif,640,640,256,256,flipV
tile_00070_rot90.tif,640,640,256,256,rot90
tile_00070_rot270.tif,640,640,256,256,rot270
tile_00070_noise.tif,640,640,256,256,noise
tile_00071.tif,768,640,256,256,none
tile_00071_flipH.tif,768,640,256,256,flipH
tile_00071_flipV.tif,768,640,256,256,flipV
tile_00071_rot90.tif,768,640,256,256,rot90
tile_00071_rot270.tif,768,640,256,256,rot270
tile_00071_noise.tif,768,640,256,256,noise
tile_00072.tif,896,640,256,256,none
tile_00072_flipH.tif,896,640,256,256,flipH
tile_00072_flipV.tif,896,640,256,256,flipV
tile_00072_rot90.tif,896,640,256,256,rot90
tile_00072_rot270.tif,896,640,256,256,rot270
tile_00072_noise.tif,896,640,256,256,noise
tile_00073.tif,1024,640,256,256,none
tile_00073_flipH.tif,1024,640,256,256,flipH
tile_00073_flipV.tif,1024,640,256,256,flipV
tile_00073_rot90.tif,1024,640,256,256,rot90
tile_00073_rot270.tif,1024,640,256,256,rot270
tile_00073_noise.tif,1024,640,256,256,noise
tile_00074.tif,1152,640,256,256,none
tile_00074_flipH.tif,1152,640,256,256,flipH
tile_00074_flipV.tif,1152,640,256,256,flipV
tile_00074_rot90.tif,1152,640,256,256,rot90
tile_00074_rot270.tif,1152,640,256,256,rot270
tile_00074_noise.tif,1152,640,256,256,noise
tile_00075.tif,1280,640,256,256,none
tile_00075_flipH.tif,1280,640,256,256,flipH
tile_00075_flipV.tif,1280,640,256,256,flipV
tile_00075_rot90.tif,1280,640,256,256,rot90
tile_00075_rot270.tif,1280,640,256,256,rot270
tile_00075_noise.tif,1280,640,256,256,noise
tile_00076.tif,1408,640,256,256,none
tile_00076_flipH.tif,1408,640,256,256,flipH
tile_00076_flipV.tif,1408,640,256,256,flipV
tile_00076_rot90.tif,1408,640,256,256,rot90
tile_00076_rot270.tif,1408,640,256,256,rot270
tile_00076_noise.tif,1408,640,256,256,noise
tile_00077.tif,1536,640,256,256,none
tile_00077_flipH.tif,1536,640,256,256,flipH
tile_00077_flipV.tif,1536,640,256,256,flipV
tile_00077_rot90.tif,1536,640,256,256,rot90
tile_00077_rot270.tif,1536,640,256,256,rot270
tile_00077_noise.tif,1536,640,256,256,noise
tile_00078.tif,0,768,256,256,none
tile_00078_flipH.tif,0,768,256,256,flipH
tile_00078_flipV.tif,0,768,256,256,flipV
tile_00078_rot90.tif,0,768,256,256,rot90
tile_00078_rot270.tif,0,768,256,256,rot270
tile_00078_noise.tif,0,768,256,256,noise
tile_00079.tif,128,768,256,256,none
tile_00079_flipH.tif,128,768,256,256,flipH
tile_00079_flipV.tif,128,768,256,256,flipV
tile_00079_rot90.tif,128,768,256,256,rot90
tile_00079_rot270.tif,128,768,256,256,rot270
tile_00079_noise.tif,128,768,256,256,noise
tile_00080.tif,256,768,256,256,none
tile_00080_flipH.tif,256,768,256,256,flipH
tile_00080_flipV.tif,256,768,256,256,flipV
tile_00080_rot90.tif,256,768,256,256,rot90
tile_00080_rot270.tif,256,768,256,256,rot270
tile_00080_noise.tif,256,768,256,256,noise
tile_00081.tif,384,768,256,256,none
tile_00081_flipH.tif,384,768,256,256,flipH
tile_00081_flipV.tif,384,768,256,256,flipV
tile_00081_rot90.tif,384,768,256,256,rot90
tile_00081_rot270.tif,384,768,256,256,rot270
tile_00081_noise.tif,384,768,256,256,noise
tile_00082.tif,512,768,256,256,none
tile_00082_flipH.tif,512,768,256,256,flipH
tile_00082_flipV.tif,512,768,256,256,flipV
tile_00082_rot90.tif,512,768,256,256,rot90
tile_00082_rot270.tif,512,768,256,256,rot270
tile_00082_noise.tif,512,768,256,256,noise
tile_00083.tif,640,768,256,256,none
tile_00083_flipH.tif,640,768,256,256,flipH
tile_00083_flipV.tif,640,768,256,256,flipV
tile_00083_rot90.tif,640,768,256,256,rot90
tile_00083_rot270.tif,640,768,256,256,rot270
tile_00083_noise.tif,640,768,256,256,noise
tile_00084.tif,768,768,256,256,none
tile_00084_flipH.tif,768,768,256,256,flipH
tile_00084_flipV.tif,768,768,256,256,flipV
tile_00084_rot90.tif,768,768,256,256,rot90
tile_00084_rot270.tif,768,768,256,256,rot270
tile_00084_noise.tif,768,768,256,256,noise
tile_00085.tif,896,768,256,256,none
tile_00085_flipH.tif,896,768,256,256,flipH
tile_00085_flipV.tif,896,768,256,256,flipV
tile_00085_rot90.tif,896,768,256,256,rot90
tile_00085_rot270.tif,896,768,256,256,rot270
tile_00085_noise.tif,896,768,256,256,noise
tile_00086.tif,1024,768,256,256,none
tile_00086_flipH.tif,1024,768,256,256,flipH
tile_00086_flipV.tif,1024,768,256,256,flipV
tile_00086_rot90.tif,1024,768,256,256,rot90
tile_00086_rot270.tif,1024,768,256,256,rot270
tile_00086_noise.tif,1024,768,256,256,noise
tile_00087.tif,1152,768,256,256,none
tile_00087_flipH.tif,1152,768,256,256,flipH
tile_00087_flipV.tif,1152,768,256,256,flipV
tile_00087_rot90.tif,1152,768,256,256,rot90
tile_00087_rot270.tif,1152,768,256,256,rot270
tile_00087_noise.tif,1152,768,256,256,noise
tile_00088.tif,1280,768,256,256,none
tile_00088_flipH.tif,1280,768,256,256,flipH
tile_00088_flipV.tif,1280,768,256,256,flipV
tile_00088_rot90.tif,1280,768,256,256,rot90
tile_00088_rot270.tif,1280,768,256,256,rot270
tile_00088_noise.tif,1280,768,256,256,noise
tile_00089.tif,1408,768,256,256,none
tile_00089_flipH.tif,1408,768,256,256,flipH
tile_00089_flipV.tif,1408,768,256,256,flipV
tile_00089_rot90.tif,1408,768,256,256,rot90
tile_00089_rot270.tif,1408,768,256,256,rot270
tile_00089_noise.tif,1408,768,256,256,noise
tile_00090.tif,1536,768,256,256,none
tile_00090_flipH.tif,1536,768,256,256,flipH
tile_00090_flipV.tif,1536,768,256,256,flipV
tile_00090_rot90.tif,1536,768,256,256,rot90
tile_00090_rot270.tif,1536,768,256,256,rot270
tile_00090_noise.tif,1536,768,256,256,noise
tile_00091.tif,0,896,256,256,none
tile_00091_flipH.tif,0,896,256,256,flipH
tile_00091_flipV.tif,0,896,256,256,flipV
tile_00091_rot90.tif,0,896,256,256,rot90
tile_00091_rot270.tif,0,896,256,256,rot270
tile_00091_noise.tif,0,896,256,256,noise
tile_00092.tif,128,896,256,256,none
tile_00092_flipH.tif,128,896,256,256,flipH
tile_00092_flipV.tif,128,896,256,256,flipV
tile_00092_rot90.tif,128,896,256,256,rot90
tile_00092_rot270.tif,128,896,256,256,rot270
tile_00092_noise.tif,128,896,256,256,noise
tile_00093.tif,256,896,256,256,none
tile_00093_flipH.tif,256,896,256,256,flipH
tile_00093_flipV.tif,256,896,256,256,flipV
tile_00093_rot90.tif,256,896,256,256,rot90
tile_00093_rot270.tif,256,896,256,256,rot270
tile_00093_noise.tif,256,896,256,256,noise
tile_00094.tif,384,896,256,256,none
tile_00094_flipH.tif,384,896,256,256,flipH
tile_00094_flipV.tif,384,896,256,256,flipV
tile_00094_rot90.tif,384,896,256,256,rot90
tile_00094_rot270.tif,384,896,256,256,rot270
tile_00094_noise.tif,384,896,256,256,noise
tile_00095.tif,512,896,256,256,none
tile_00095_flipH.tif,512,896,256,256,flipH
tile_00095_flipV.tif,512,896,256,256,flipV
tile_00095_rot90.tif,512,896,256,256,rot90
tile_00095_rot270.tif,512,896,256,256,rot270
tile_00095_noise.tif,512,896,256,256,noise
tile_00096.tif,640,896,256,256,none
tile_00096_flipH.tif,640,896,256,256,flipH
tile_00096_flipV.tif,640,896,256,256,flipV
tile_00096_rot90.tif,640,896,256,256,rot90
